Student_ID,Subject,Exam_Score,Homework_Completion_%,Teacher_Comments
S04069,Arabic,49,90,  
S10701,Geography,65,100%,Both single color fact within couple.
S09496,Math,98,80%,State give occur eight sense coach if country treat guy ask what.
S04900,Math,101,100%,Character meeting business officer between vote view body cell adult term still daughter.
S04413,Science,90,80%,Audience soldier task item wrong good because else hit produce draw guy case.
S09442,Math,103,80%,Activity discover identify long though to win husband.
S10958,Math,57,80%,May light boy industry soon avoid upon make knowledge accept good.
S06769,English,93,-5,Education look red president coach behavior spring.
S07865,Math,71,100%,Television something beat plant factor southern do need.
S11597,History,74,90,Item alone left time anything since house field give person.
S07678,History,65,95,Where quite government hour production around hand possible develop course blue anything name.
S08941,Geography,61,-5,Himself western nearly practice camera address bed.
S00601,History,109,-5,Person commercial can six condition fast interview significant face financial quite yet nothing few.
S10793,Geography,92,100%,Artist party most vote news training response season.
S03913,Geography,51,80%,  
S00030,English,81,100%,Lead fire it city argue create old camera every.
S10771,History,90,100%,Significant ten on well how consumer talk return support.
S01350,Arabic,73,100%,Right raise theory sign section two lose.
S09510,History,79,90,Page clear everyone daughter ever fall occur walk tough hit foreign glass before.
S07075,English,46,-5,  
S11515,Geography,64,-5,Move attention federal every country record hit if always listen.
S04135,History,110,80%,Fall better open man tell animal check design once challenge.
S02313,English,44,90,City attack would care reveal learn entire nothing pretty party new.
S02662,History,93,95,  
S09103,Science,96,95,Night table store each young eat government word amount as wind.
S00013,Science,62,100%,Financial during dark ahead a quickly challenge those expert break perhaps term.
S10896,History,72,90,Decision middle remember bring wait whatever sister.
S04649,Arabic,77,80%,Force animal before way subject gun president ten most recently.
S00022,English,47,90,Tell south policy some employee special wife turn blue.
S06315,Geography,51,90,  
S01636,English,85,95,Miss station walk must everybody admit else yeah.
S02829,English,79,-5,Thousand relate themselves discussion personal political worker over teach daughter kitchen old.
S02061,History,44,90,Feeling public hit mention about table hand determine back late detail.
S08330,Science,73,-5,Third try think go gas station reveal conference you prove appear.
S06854,Geography,93,-5,Top type himself administration blue sing success traditional boy nearly young subject.
S03178,Geography,75,-5,Speak she half interesting future activity a degree skin away represent live.
S05197,Geography,69,-5,Certain condition bed natural between likely owner gas with watch open culture.
S02319,Science,104,90,Board approach hand leave everyone other itself suggest school let.
S09950,Math,44,80%,Star fly fire middle official white drive.
S09358,History,101,90,West approach large bit difference mother argue firm give black carry toward fund.
S02372,Math,42,90,Want because occur go dark stuff remain shake.
S03752,Geography,77,95,Positive generation either teacher wonder dark buy although rock charge leave few.
S08152,History,69,95,Trouble behavior audience or buy last particularly each laugh speech fear under.
S09035,Geography,56,100%,Than fall benefit himself TV gun sound management focus well.
S06776,History,56,80%,Step resource them plan laugh including well region card subject new article.
S08990,Science,66,90,Assume everybody hot unit tonight short garden by.
S10302,History,78,90,Left edge bill over list coach view.
S03032,Science,51,95,Rock throughout improve stuff country memory her.
S08332,Science,96,100%,  
S02148,Science,89,80%,After magazine must street remain run measure scene rule when during.
S12153,Math,45,90,Under parent technology way member government year security despite staff.
S06340,History,54,95,Out their real west between relationship.
S03045,Geography,71,90,Section necessary news can class economic.
S03444,Arabic,99,90,Training friend cell young movie thing let receive people list plant compare.
S06000,English,101,95,Fly one shake technology fast provide left already.
S06102,Arabic,91,-5,Know south ground forward no way.
S02468,Geography,56,95,  
S01243,Arabic,47,95,Above edge direction month determine center movie people difficult water coach.
S06052,Arabic,99,100%,Important cell player property nature young interview force figure news teach sister.
S09242,Science,64,-5,War yard line ability material like alone four source between method realize where.
S02658,History,42,-5,Finish control direction size serious son unit.
S00726,Math,90,95,Still enjoy protect collection education guy southern fly always.
S00745,Arabic,72,-5,Material city stop according write old.
S07462,Science,41,100%,Why style reason upon science people size occur fight.
S00084,Science,88,90,Level fact Mrs boy second price throw red hold hand us test increase.
S06551,History,48,95,Red myself one eight two stuff decide night attention player.
S04187,English,63,90,Team difficult fill eat side help figure far.
S10994,Geography,96,80%,Perform my less available middle party society.
S07779,Arabic,51,90,Simple then onto why issue remember federal a deal body study them.
S01857,Science,87,100%,Spring someone similar pass meeting ok new TV seven bill.
S02805,English,63,95,Statement job social career method result car most my.
S02833,English,94,80%,Power science yet pretty activity safe to job street apply.
S01493,History,48,90,Republican spring answer girl lose design actually election area.
S01263,History,74,80%,Institution safe represent onto gun child enter development.
S04912,History,77,100%,International thus four reduce player create everyone fund expect election anyone.
S01657,Arabic,99,100%,Popular their long about up dog.
S03002,Geography,103,90,Become green throughout action good building before reduce with free eight edge.
S11570,Arabic,102,-5,Majority general finish somebody play partner mean material require attention walk use.
S12031,Geography,56,80%,Get four follow perhaps population data either.
S09309,History,52,-5,Detail hold them down must thing shake exist activity.
S04394,History,101,100%,  
S04804,Geography,47,95,Start perhaps risk contain land notice visit behind Mr short idea top build.
S03932,Math,103,95,Sister serve decade which discuss sport sometimes.
S11158,Geography,52,100%,Almost reflect someone purpose you allow kind score weight finish.
S02990,History,85,90,History choice line quickly market listen door thing then.
S01251,Arabic,69,90,The other sing discussion process option federal partner garden talk day lawyer.
