Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
S06178,Math,Mean pattern identify.,2024-09-25,✔,F,Yes
S01569,Math,Sense bed specific.,02/02/2025,pending,B-, 
S10604,Arabic,Attack modern yourself.,2024-12-20,not done,C,No
S06102,English,Note former about.,09/17/2024,✅,B,Yes
S07142,History,Place play.,2024-09-27,❌,B-,Yes
S07089,English,Step daughter develop.,2025-03-05,❌,D,No
S01961,Math,Compare.,2024-11-06,not done,F, 
S08015,Arabic,At water.,2024-11-14,pending,A+, 
S11311,History,Partner sometimes.,2024-11-22,pending,A+,Yes
S06714,History,Major none.,11/20/2024,✅,D,No
S01200,History,Deep reach their.,2024-09-28,❌,A+,Yes
S09338,Arabic,Institution entire hand.,2024-11-03,❌,C-,Yes
S04122,English,Choose wall.,2025-02-06,✅,F,Yes
S02080,History,Support.,2025-03-05,❌,B-, 
S01422,English,Surface explain movie.,2025-02-05, Done ,A+,Yes
S01981,Arabic,Act every nice.,2024-11-07,✅,B-, 
S01873,History,Goal.,2024-09-08,pending,F, 
S08828,Arabic,Huge probably part.,2025-03-04,❌,F,No
S04164,History,Let author.,12/04/2024,✔,A,No
S07738,English,Break chair.,2024-09-09, Done ,B-,Yes
S01607,Science,Sit economic.,03/07/2025,not done,C-,No
S06677,Math,Performance PM ball.,2024-11-27,not done,F,No
S12067,Math,Cultural though discuss street.,2025-03-05,✅,F,Yes
S00091,Arabic,Kind discuss.,2025-03-03,❌,A, 
S10336,History,Network year develop.,10/13/2024,not done,A+,No
S01336,Geography,Affect field leg.,2025-01-26,not done,A,Yes
S08351,Geography,Trade film yet.,09/18/2024,❌,D, 
S07182,Geography,Help growth behind field.,2024-11-04, Done ,C,No
S02612,Science,Personal race project.,10/09/2024,❌,C-,Yes
S11437,Science,Fund low.,2025-02-26,✅,B,Yes
S01009,History,Town join traditional role.,2025-02-22,pending,A,Yes
S03226,English,Knowledge language admit.,09/26/2024,pending,A,No
S05518,History,Fall behavior fund.,2024-09-13,✔,B-, 
S06187,Geography,Common become.,2025-02-22,✔,A+, 
S11780,History,Goal production.,2024-10-22,✅,C, 
S10084,Arabic,Risk above budget show.,2025-03-03,not done,A+, 
S03815,Science,Identify less.,2025-02-02,not done,A+,No
S10326,Geography,Policy few.,2024-12-04,✔,C-,No
S04168,Science,Democrat enough foreign throughout.,2024-12-29,✔,B-,No
S04550,Arabic,Place measure agreement.,2024-10-20,not done,F, 
S07854,History,Help professor send.,2024-12-17,❌,B-,Yes
S11450,Arabic,Simple mission citizen.,2024-10-05,pending,C,Yes
S09616,Geography,As still.,2024-12-19,pending,B-, 
S02670,Science,Put none while first.,02/16/2025,not done,F,Yes
S04690,Math,Stand between.,2025-02-08, Done ,B,Yes
S08054,Geography,May expert.,2024-10-03,❌,C-,Yes
S06953,English,Production necessary and.,2025-01-15,✔,B,No
S03103,English,Red can interest.,2024-10-21, Done ,A+,No
S07634,Math,Eye explain pretty.,2025-01-03,✅,F,No
S00181,Math,Own reach through real.,2024-10-20,pending,D,Yes
S05313,Math,Push deal.,2025-02-13,✅,B-,No
S09212,Arabic,Respond administration.,2024-11-01,not done,A+,No
S03196,Arabic,Imagine believe two.,2025-02-25,❌,F,Yes
S04583,English,Manage never dark.,2025-03-05,❌,C-, 
S06934,History,Measure.,2024-11-27,✔,A,Yes
S02291,Math,Red explain.,11/30/2024, Done ,A, 
S05076,Math,Serious job.,12/20/2024, Done ,B-,No
S07334,Science,Lose loss.,2024-10-03,not done,F,No
S02573,Geography,Company.,02/22/2025,pending,F,No
S06095,Geography,Whatever mother run.,2024-10-26,❌,F,Yes
S04283,English,Assume bar.,2025-01-31, Done ,A,No
S04660,History,Consumer yourself right.,01/15/2025, Done ,A+,Yes
S07955,Science,Music treatment quickly.,2025-02-20, Done ,A,Yes
S08984,Science,Program majority sing.,2025-01-23,✅,A+,No
S04489,Science,Set call couple.,2025-02-06,not done,A, 
S11559,Science,Song production imagine.,2024-11-13,❌,C-,No
S05062,Math,Country candidate.,02/25/2025,pending,A, 
S05352,Science,Alone race eight security.,2024-09-24,pending,A+,Yes
S01927,Math,Figure heavy positive.,10/19/2024,❌,B-,Yes
S03897,English,Me group.,2024-12-22,✅,A+,No
S03101,English,Total let.,2024-10-17,pending,C,Yes
S06225,Science,Throw project.,02/22/2025,not done,B, 
S03994,Arabic,Phone.,2024-11-18,pending,B,No
S11479,Science,Beyond base.,2024-11-08,✅,A+,No
S11990,English,After color.,2024-10-23,❌,D, 
S09222,English,Value today radio it.,12/28/2024,pending,C-, 
S04076,Science,Draw begin certain dog.,2024-12-22,pending,A,Yes
S01187,History,Bring such very.,2024-12-20,✅,A+,Yes
S11716,Science,Act artist mission most.,2025-01-11,❌,D,No
S10035,Science,Second human.,2025-02-15,❌,D,No
S00451,English,Well brother health.,2024-12-27,pending,B,Yes
S03856,Geography,Crime network whatever.,2025-02-12,✅,D,Yes
S07235,History,Daughter.,2024-12-20,pending,B,Yes
S07745,History,Tough interest teacher.,2025-02-21,✔,D,No
S11647,Arabic,Support sit.,2025-01-22,pending,C, 
S07139,Math,Skin radio.,2025-01-05,pending,A+, 
S12056,English,None later picture.,2025-02-14,pending,A+, 
S08095,Science,Heart.,2024-11-08,✅,A,No
S00670,Geography,Year similar stuff view.,10/31/2024,✅,A,Yes
S07339,Science,Argue.,2024-10-18,✅,A, 
S00369,Arabic,About we away.,2025-02-20,✅,D,Yes
S05035,History,Provide goal.,2024-10-03, Done ,C,Yes
S05929,History,Agent charge catch probably.,2024-10-28,pending,B,Yes
S00294,Geography,Win fast ready.,2025-02-22,❌,F,Yes
S02646,History,Budget actually.,2024-12-16,✔,D,Yes
S04950,History,Future interview heavy.,11/06/2024,✅,F,Yes
S11905,Science,Coach without.,2024-09-12,❌,B-, 
S04160,English,Body program mind.,2024-10-04, Done ,C-,Yes
S12142,English,Cover owner personal.,2025-01-02, Done ,D, 
S04264,History,While not.,2025-03-09, Done ,C-,No
S01325,Geography,Face seem.,2024-09-11,❌,B,No
S05866,English,Special.,2025-01-01,not done,C,Yes
S04411,Geography,Eye adult several.,12/14/2024,❌,B-,No
S11342,English,Billion movie.,2025-02-13,✅,D,No
S00938,History,Radio during senior.,2024-09-29, Done ,B,Yes
S02772,Math,Because tend last.,2025-02-12,not done,F, 
S09370,Math,Even want.,2024-12-19, Done ,A,No
S07849,Math,Management collection just.,2024-10-09,✔,D,Yes
S10186,Math,Yard beyond film.,2024-09-14,❌,F, 
S01143,History,Decade south threat.,2024-11-06,✅,B-,Yes
S07453,Science,Administration.,2024-11-09,❌,A, 
S04848,Math,Blood.,2025-01-07,✔,A+, 
S07188,Arabic,Tonight do television.,10/30/2024,❌,F, 
S11864,English,Either good doctor social.,03/07/2025,✔,C-,No
S06806,English,Ok affect.,09/26/2024, Done ,A+,No
S01404,History,Share claim wear.,2025-02-06,not done,C,Yes
S06233,Geography,Particularly may.,2025-03-07,✅,C-,No
S02059,Geography,Management whatever dream.,09/21/2024,pending,F,Yes
S07980,Arabic,Friend sign because.,2024-09-22,✔,B-, 
S10841,Science,Create nor.,10/06/2024,✅,F,Yes
S00843,Arabic,Nation general.,2024-09-09,❌,B-,No
S00065,Geography,Play above accept.,10/27/2024, Done ,D, 
S04679,Math,On Mrs letter.,01/22/2025,pending,B-, 
S06417,Geography,Evening mean.,2024-11-10,not done,A, 
S02488,Science,Join compare.,01/19/2025, Done ,C, 
S05952,Geography,Nothing chance.,2024-09-12,not done,A+,Yes
S08097,Geography,Man style during.,2024-11-15, Done ,C-, 
S11446,Geography,Force worker debate.,2024-10-03, Done ,D,No
S06904,English,Feeling know perform.,2024-10-12, Done ,D, 
S02549,Arabic,Other will.,11/06/2024,✅,B-, 
S02361,Math,Another can indicate.,12/14/2024, Done ,A, 
S11849,Arabic,Different second Mrs.,2024-11-19,pending,C-,Yes
S00438,Geography,Writer.,2024-12-30,✅,A, 
S04701,English,First office.,2024-09-28,not done,C-,No
S07030,Arabic,Firm federal opportunity nor.,02/11/2025,✅,D,No
S05033,Science,Establish hotel single decide.,2024-12-22,pending,B-, 
S02998,English,Production radio.,2024-10-27,✔,C-,No
S07227,Geography,Early yard price.,2024-11-26, Done ,D, 
S06433,History,Back me.,2024-10-05,not done,B-, 
S10438,English,Tend drop ok.,2024-10-16,not done,A,No
S05941,Science,At.,2025-01-08,✅,B-,Yes
S02955,Geography,Road young interest.,2024-12-07,not done,A,Yes
S07493,Geography,Result manager.,2025-01-04,not done,C, 
S04481,English,Bill learn.,2024-11-30,pending,A+,Yes
S00365,Geography,History.,2025-03-06,pending,A+,No
S07783,Arabic,Speak perform.,2024-12-01,✔,B-,Yes
S00647,Math,Born next.,2025-03-05,❌,A, 
S00273,Arabic,Debate tough enter poor.,2024-12-14,✔,F,No
S08233,Geography,Hotel mind while.,10/18/2024,pending,A+, 
S03373,Science,Keep.,01/17/2025,✅,B-, 
S10371,Science,Modern director never.,2025-02-16,pending,B,Yes
S01967,English,Find memory.,11/21/2024,not done,A, 
S03703,Arabic,Bill sure.,2025-02-08,✔,A+,No
S07176,History,Early participant.,2024-09-25,✅,A,No
S08629,Geography,Than mean.,2024-12-16,pending,A+, 
S07681,Math,Moment wrong.,2024-11-07, Done ,A+,Yes
S04033,Arabic,Together agency.,2025-02-19,❌,C, 
S06510,Arabic,Whom school glass.,2025-02-19,✔,B,Yes
S08870,Science,One manager game season.,2025-01-21,pending,F, 
S05049,History,Sign manage.,01/12/2025,pending,B,No
S07632,Science,Bank participant capital consumer.,2024-09-22, Done ,A,No
S00267,Arabic,Door try hot.,10/24/2024,✅,D,Yes
S04117,English,Student instead.,2024-12-05,not done,F,Yes
S10510,History,Class thing.,2024-12-02,✅,B,Yes
S06589,Arabic,Main employee third.,2024-12-06, Done ,B,No
S11685,Math,White.,02/04/2025,not done,F,No
S01896,History,Life.,2024-09-14,✔,D, 
S09377,Science,Impact president.,2024-12-12,pending,D,Yes
S11689,Math,Kind turn.,2025-02-27,✔,A+,No
S02593,History,End growth.,2024-10-09,✔,C-,No
S05629,Arabic,Tough any.,01/13/2025,✔,B-,No
S08522,Science,Attention provide.,02/22/2025,✅,C-,No
S06709,Arabic,Former town.,2025-02-17, Done ,A+, 
S09510,Science,Few need.,09/27/2024,❌,C,No
S02083,Science,Hand education.,2024-11-29,✅,F,Yes
S07217,Science,Degree drive.,2024-10-04,pending,A+,Yes
S02557,Arabic,Human work down.,2024-09-23,pending,A,Yes
S09260,History,Maybe different Democrat.,2024-09-25,✅,B-,No
S11551,History,Thank cover.,2024-11-14,✔,C-,No
S00380,Geography,The direction.,2024-12-07,pending,A+, 
S11925,History,Yet property.,2025-02-10,❌,D, 
S04662,Geography,Speech story miss.,10/02/2024,pending,F, 
S07938,Arabic,Money movie.,11/16/2024,pending,C, 
S08113,Arabic,Hour bag language.,02/17/2025, Done ,A+, 
S12155,Science,Want like.,2024-12-25,pending,C, 
S05983,Math,General fast somebody data.,2024-10-24, Done ,F, 
S05838,Science,Main wish stay.,2024-11-20,pending,C,No
S03315,English,Three listen.,2024-10-11,✔,B,Yes
S04676,Arabic,Again.,2025-01-23,✅,B-, 
S07285,History,Per significant.,2025-01-20,✅,D, 
S00114,Geography,Save actually receive.,2024-12-28,not done,B-,No
S02410,Arabic,East environment Mrs.,2024-10-10,✔,F, 
S00307,Science,There writer five.,2025-01-12,❌,B-,No
S05850,English,Always him across alone.,2025-02-19, Done ,A,No
S10385,Math,Radio art conference.,2024-11-09,not done,F,No
S11030,Math,Artist again others.,2025-02-11,✅,C-,No
S02456,English,Man goal success.,2025-02-06,not done,A+,Yes
S09671,Geography,New between six.,2024-09-12,pending,F,Yes
S07693,English,Begin west another.,2025-01-03,pending,B-,Yes
S02199,Geography,Everybody organization ball.,2025-03-07,not done,F,Yes
S01450,Geography,Huge style order.,2024-12-12,not done,B-,Yes
S09895,English,Meet direction.,2024-10-31,❌,A,Yes
S02680,Science,Pm reduce pull.,2024-12-04,pending,D,No
S07957,Science,Major sport answer.,2024-12-14,✔,F,Yes
S11512,English,Hotel future.,2025-02-18, Done ,C,Yes
S01752,Math,Daughter suddenly anything.,2025-01-26,❌,B,No
S09098,Math,Ground work customer step.,11/02/2024,✔,C-,No
S01690,History,School interesting effect of.,2024-10-01,✔,B,No
S03680,Science,Say including from.,02/09/2025,✔,A,Yes
S09890,English,Oil relationship.,2024-09-22,✅,C-, 
S00574,Math,Look whom.,2024-10-10,❌,C-,Yes
S08211,Science,Firm own institution bar.,2025-01-23, Done ,C, 
S09751,History,Least lay people.,2025-02-06,✅,D,No
S10259,Science,Point job also.,2024-10-26,not done,C-,No
S02401,History,Development major for.,2024-11-22,not done,D, 
S04058,History,Adult concern.,2025-02-06,✅,A,Yes
S10404,English,Vote some.,2024-12-19,not done,A, 
S03159,English,Nice civil.,2024-12-28,✅,B,Yes
S11612,Geography,Tree while.,2024-11-15,not done,C,Yes
S06408,Science,Yard partner improve.,11/09/2024,pending,F, 
S00913,Arabic,Red cup impact.,2024-09-27,❌,A,No
S00606,History,Job edge capital.,2024-10-06,not done,A,No
S07778,History,Our feeling.,2024-11-05,✅,B-,Yes
S10817,Math,Pay culture.,2025-01-14,pending,B-, 
S00037,English,Couple practice artist.,12/19/2024,❌,B-,No
S03853,Geography,Peace improve throw.,2024-11-20,✔,B,Yes
S08551,History,Cup continue to.,2025-01-07,not done,D, 
S06993,Math,Service newspaper weight.,02/09/2025,❌,F,Yes
S02350,English,Special seek.,11/09/2024, Done ,B-, 
S01258,Math,Create as.,10/11/2024,pending,B-, 
S10154,Arabic,Check thank scientist.,2025-01-17,not done,F,Yes
S10336,Geography,Serious different.,2024-11-27,✅,D,Yes
S12036,Geography,How.,2024-11-17,✅,B-, 
S04561,Science,Term.,2025-02-26,✅,D, 
S02510,Geography,Factor up.,2024-11-28,not done,C,Yes
S03697,History,Kind language.,2024-10-04,pending,A+, 
S06378,History,Than assume.,2024-09-20,✔,C,No
S10227,Arabic,Wife international.,2024-11-16,pending,A,Yes
S06021,English,Different education hard.,2025-01-24,not done,B,No
S10356,Science,Onto subject.,02/23/2025,✔,B,No
S10565,History,Single expert first.,2025-02-18,✅,A,Yes
S08115,English,Weight much.,2024-09-19,pending,A,No
S11739,Math,To billion everyone.,2024-12-05,✅,F,Yes
S10878,Science,Marriage address.,2024-11-25,not done,F,No
S02052,Science,Eye physical bank.,2024-11-08,✔,F,Yes
S00624,Science,Term.,2025-01-12,✅,A+, 
S04407,Math,Order very.,2024-10-06, Done ,D,Yes
S11455,English,Heart yard thing.,2025-01-29,❌,B, 
S07678,English,Old cup professor spend.,2024-11-01, Done ,B-,Yes
S05516,English,They Democrat.,2024-11-20,pending,D,Yes
S08109,Math,Partner structure scene debate.,2024-10-10,❌,F,No
S11593,Geography,Case anything.,12/29/2024,❌,C-,No
S00016,English,Those behavior.,2024-09-19,✔,C, 
S11529,History,Go study push.,2024-10-18,❌,F, 
S10258,Math,Environmental great network.,2024-10-06,❌,A,Yes
S06809,History,Herself window.,2024-12-20,✔,A,No
S05091,Math,Certain.,2024-12-23,❌,B,No
S04871,English,Green ago explain.,2025-03-03, Done ,B, 
S07523,Science,Mission necessary.,2024-12-26,pending,A, 
S02083,Arabic,Magazine.,09/20/2024,not done,C-,No
S10112,Geography,Appear cause put.,2024-10-16,✅,B, 
S12078,English,Change forward tax.,2024-12-13, Done ,B, 
S04054,Geography,Talk line voice exist.,2025-01-17, Done ,A+,No
S05823,Geography,Policy it build.,2024-09-17,❌,C,No
S09202,English,Daughter suddenly rate.,2024-11-23,pending,F, 
S04725,Math,Remain.,2025-02-12,❌,B,Yes
S07181,Arabic,Hundred best.,2024-10-16,not done,C-,Yes
S02363,Math,Rather together.,2024-11-23,✔,D,Yes
S07320,Science,Push partner morning.,10/27/2024,not done,B-, 
S11252,Geography,Soldier listen perform.,2024-12-15,not done,F,No
S03017,Geography,Leg safe less.,2024-12-20,not done,C, 
S10173,Science,Ok pressure task country.,2024-11-11,pending,C, 
S05359,English,Industry economic thousand reality.,2025-02-06, Done ,D, 
S12102,History,Professor teacher.,2024-10-31,❌,F, 
S05889,History,Floor country successful.,01/27/2025,not done,B,Yes
S10888,Arabic,Citizen star reason two.,2024-12-27, Done ,A,No
S04179,English,Pull win.,2024-12-03,pending,B-,Yes
S09168,Geography,Station nearly care.,2024-11-17,✅,C-,Yes
S10567,English,Claim smile.,09/10/2024,pending,F, 
S00124,Math,In threat science.,11/02/2024,✅,B-, 
S01278,Geography,Administration.,2025-01-18,not done,C-,No
S09435,English,Sea site thing.,11/29/2024,✅,B, 
S05442,Math,Service nice.,2025-01-16,✅,A,No
S01157,Arabic,Deal off site.,2024-10-14, Done ,A+,No
S02029,English,Argue right.,2024-12-13,✅,D,Yes
S00421,Science,Success exist.,2024-12-29,❌,B-,Yes
S03994,Arabic,Mr suffer owner.,2025-01-09,✅,C,No
S05711,Math,Book media professional.,2024-09-29,❌,B-, 
S07296,Science,Interest effort meet time.,2025-01-18,❌,A+,No
S11186,Math,Describe into space.,2024-09-12,❌,B-,No
S03320,Arabic,White special.,11/23/2024,not done,C-,No
S09601,Science,Artist support none base.,2024-11-19,✔,B, 
S02273,Arabic,Its.,2025-01-05,✅,A+,No
S02382,Math,Condition challenge wonder.,2025-01-25,❌,B, 
S12039,History,Fact red.,2025-03-06,not done,D, 
S01733,Arabic,Common clear.,2024-09-23,pending,D,Yes
S09463,English,Point with base but.,2025-01-27,❌,A+,Yes
S06813,Science,Age.,2024-11-30,not done,A, 
S10001,Geography,Record much add.,12/11/2024, Done ,D,Yes
S08512,Arabic,Toward investment.,2024-11-06, Done ,B-,Yes
S00176,Science,Reality pull.,10/19/2024,❌,B,No
S10436,Science,Television participant interest resource.,2024-10-23,❌,D,Yes
S08258,Science,Whom central.,2024-10-15, Done ,C-,No
S08047,History,Tonight food data.,11/23/2024,pending,A,Yes
S00183,Arabic,Down play.,2025-03-02,pending,C,No
S08186,Math,Husband knowledge campaign program.,03/03/2025,❌,C-, 
S11288,Arabic,Pull.,2025-01-20,not done,A, 
S00429,Geography,Way other other.,11/07/2024,✔,D, 
S08589,History,Nature lawyer.,12/08/2024,not done,C,No
S06648,Math,Main view.,2024-09-29,✔,C-,Yes
S08997,English,Poor box.,11/15/2024,❌,C-,No
S01584,Science,But and.,2024-10-14,❌,B-, 
S06709,Arabic,Industry.,2024-09-15,not done,F,No
S06775,Science,Cover activity.,12/11/2024,✅,D,No
S09364,Arabic,Hair ground north.,2025-02-20,✔,A,Yes
S06967,History,Recently budget.,11/09/2024,pending,B-, 
S01644,Math,Good allow.,2024-09-22, Done ,F, 
S07275,Arabic,Huge international money.,2024-10-29, Done ,D,No
S07892,Math,Statement news wide.,2025-01-03,not done,A+, 
S09592,Math,Responsibility.,2024-11-09,pending,F, 
S02478,Geography,Serious soldier nice.,2024-11-23,❌,C,Yes
S03595,Science,Degree cut.,2024-12-26,✔,F, 
S07033,Science,Experience never late.,2024-11-08, Done ,A+,Yes
S00348,History,Threat who production.,2025-02-11,✅,C-, 
S09146,History,Style bring deep.,12/14/2024,❌,C-,No
S03457,English,Budget question.,2024-09-23,✔,F, 
S02173,Science,Sometimes that wonder.,2024-10-17,❌,C-,No
S10906,Arabic,Enter cell.,2024-10-30,not done,A,No
S07836,Geography,Focus.,10/31/2024,✔,B,Yes
S02858,Geography,Another summer his.,2025-01-24,✔,A,Yes
S10761,History,Staff picture ok.,10/14/2024,✔,D,No
S00177,Science,Floor hold sense.,2025-02-23,❌,B-,No
S03485,Science,See draw.,2025-01-11,✔,B-,No
S09442,History,Hope rest nothing.,2024-10-30,✔,D,Yes
S02594,Arabic,Future add service hot.,2024-12-15,❌,C,No
S07902,Math,Arm home.,2025-01-17,not done,F,Yes
S11591,English,Write pick sing indicate.,2025-03-03,❌,D,Yes
S02720,Math,Let customer marriage include.,2025-02-28,not done,C,Yes
S11914,Math,Subject arrive walk.,12/09/2024,✅,A,No
S12048,History,Painting explain.,2025-01-18,pending,B, 
S11965,English,Field threat.,11/15/2024,❌,C-, 
S02264,Arabic,West whatever.,09/21/2024,✔,A,Yes
S01350,English,Statement like.,2024-12-16,✅,A, 
S05185,Math,Interview station wrong.,2024-09-29, Done ,A+,No
S04938,English,We factor history.,2024-11-25,❌,D,Yes
S11247,Science,Model specific middle.,2024-10-19, Done ,F, 
S11997,Geography,Have letter.,2025-02-15,pending,B-, 
S10329,English,Yes local.,01/25/2025,not done,A, 
S04037,Arabic,National black.,2024-11-01,✅,A,Yes
S07931,Science,Since summer.,2025-03-08, Done ,A, 
S09031,Geography,Level discover.,2024-12-10,❌,B,Yes
S05066,History,Heart anyone force.,2025-01-22,pending,D,No
S07997,Science,Without move.,2024-10-25,❌,A+, 
S08711,English,Pass per.,2024-09-24,✔,A,Yes
S00735,Science,Another face far.,2024-10-10,pending,F,Yes
S09240,Arabic,Receive involve.,2025-02-04,❌,B-,Yes
